File_mb	2220.82	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	29786346	PEPPRO
Fastq_reads	29786346	PEPPRO
Reads_with_adapter	25373082.0	PEPPRO
Uninformative_adapter_reads	747032.0	PEPPRO
Pct_uninformative_adapter_reads	2.508	PEPPRO
Trimmed_reads	29039314	PEPPRO
Trim_loss_rate	2.51	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.2311	PEPPRO
Aligned_reads_human_rDNA	2680287.0	PEPPRO
Alignment_rate_human_rDNA	9.23	PEPPRO
Mapped_reads	26034464	PEPPRO
QC_filtered_reads	2801424	PEPPRO
Aligned_reads	23233040	PEPPRO
Alignment_rate	80.01	PEPPRO
Total_efficiency	78.0	PEPPRO
Read_depth	3.34	PEPPRO
Mitochondrial_reads	548203	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
NRF	0.87	PEPPRO
PBC1	0.94	PEPPRO
PBC2	19.95	PEPPRO
Unmapped_reads	324563	PEPPRO
TSS_coding_score	13.9	PEPPRO
TSS_non-coding_score	5.8	PEPPRO
File_mb	2220.82	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
File_mb	2220.82	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Pause_index	10.67	PEPPRO
Plus_FRiP	0.36	PEPPRO
Minus_FRiP	0.34	PEPPRO
mRNA_contamination	1.41	PEPPRO
Time	0:27:19	PEPPRO
Success	06-14-21:33:32	PEPPRO
