File_mb	5536.54	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	70000000	PEPPRO
Fastq_reads	70000000	PEPPRO
Reads_with_adapter	42246395.0	PEPPRO
Uninformative_adapter_reads	875215.0	PEPPRO
Pct_uninformative_adapter_reads	1.2503	PEPPRO
Trimmed_reads	69124785	PEPPRO
Trim_loss_rate	1.25	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.231	PEPPRO
Aligned_reads_human_rDNA	3959053.0	PEPPRO
Alignment_rate_human_rDNA	5.73	PEPPRO
Mapped_reads	59023095	PEPPRO
QC_filtered_reads	9634021	PEPPRO
Aligned_reads	49389074	PEPPRO
Alignment_rate	71.45	PEPPRO
Total_efficiency	70.56	PEPPRO
Read_depth	6.57	PEPPRO
Mitochondrial_reads	2741453	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
File_mb	5536.54	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
NRF	0.73	PEPPRO
PBC1	0.89	PEPPRO
PBC2	14.29	PEPPRO
Unmapped_reads	6142637	PEPPRO
TSS_coding_score	17.0	PEPPRO
TSS_non-coding_score	4.6	PEPPRO
File_mb	5536.54	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Pause_index	8.38	PEPPRO
Plus_FRiP	0.38	PEPPRO
Minus_FRiP	0.37	PEPPRO
mRNA_contamination	4.15	PEPPRO
Time	0:35:54	PEPPRO
Success	06-14-21:47:41	PEPPRO
