File_mb	1914.91	PEPPRO
Read_type	single	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	49841170	PEPPRO
Fastq_reads	49841170	PEPPRO
Trimmed_reads	48264585	PEPPRO
Trim_loss_rate	3.16	PEPPRO
Reads_with_adapter	42416468.0	PEPPRO
Uninformative_adapter_reads	223715.0	PEPPRO
Duplicate_reads	5764233.0	PEPPRO
Pct_uninformative_adapter_reads	0.4489	PEPPRO
Peak_adapter_insertion_size	39	PEPPRO
Degradation_ratio	0.4899	PEPPRO
Aligned_reads_human_rDNA	3950647.0	PEPPRO
Alignment_rate_human_rDNA	8.19	PEPPRO
Mapped_reads	41878067	PEPPRO
QC_filtered_reads	7874013	PEPPRO
Aligned_reads	34004054	PEPPRO
Alignment_rate	70.45	PEPPRO
Total_efficiency	68.22	PEPPRO
Read_depth	4.27	PEPPRO
Mitochondrial_reads	18250	PEPPRO
Maximum_read_length	70	PEPPRO
Genome_size	3099922541	PEPPRO
Frac_exp_unique_at_10M	0.6458	PEPPRO
NRF	0.53	PEPPRO
PBC1	0.8	PEPPRO
PBC2	8.39	PEPPRO
Unmapped_reads	2435871	PEPPRO
TSS_coding_score	68.4	PEPPRO
TSS_non-coding_score	23.2	PEPPRO
Pause_index	78.33	PEPPRO
Plus_FRiP	0.36	PEPPRO
Minus_FRiP	0.35	PEPPRO
mRNA_contamination	1.2	PEPPRO
Time	2:17:43	PEPPRO
Success	02-27-11:42:46	PEPPRO
