# Pipeline started at 06-15 07:17:18

# pid	hash	cid	runtime	mem	cmd	lock
138708	cc2d94bd61	1	0:00:00.030000	 0.0	ln	lock.raw__H9_treated_PRO-seq_1_R1.fastq.gz
138711	b2e5cd5519	2	0:00:00.020000	 0.0	ln	lock.raw__H9_treated_PRO-seq_1_R2.fastq.gz
138714	d0e9f9cedf	3	0:02:33.400000	 0.0025	pigz	lock.fastq__H9_treated_PRO-seq_1_R2.fastq
31182	9e0c3afe5e	4	0:01:44.510000	 0.0025	pigz	lock.fastq__H9_treated_PRO-seq_1_R2.fastq
3305	674ecca216	5	0:01:44.840000	 3.0687	cutadapt	lock.fastq__H9_treated_PRO-seq_1_R1_processed.fastq
3669	22e91ffaed	7	0:01:15.910000	 0.0023	seqtk	lock.fastq__H9_treated_PRO-seq_1_R1_processed.fastq
3668	22e91ffaed	6	0:01:15.990000	 0.0008	seqtk	lock.fastq__H9_treated_PRO-seq_1_R1_processed.fastq
3741	bc47059146	7f	0:01:01.940000	 0.1791	fastqc	lock.trimmed_fastqc
3820	82077c2be7	8	0:01:12.370000	 1.4442	seqkit	lock.fastq__H9_treated_PRO-seq_1_R1_trimmed.fastq
4205	c619093cad	9	0:00:16.100000	 0.0008	seqtk	lock.fastq__H9_treated_PRO-seq_1_R1_trimmed.fastq
4206	c619093cad	10	0:00:35.010000	 0.0023	seqtk	lock.fastq__H9_treated_PRO-seq_1_R1_trimmed.fastq
4363	2da6ebe8f9	11	0:00:00.080000	 0.0004	touch	lock.fastq__processed_R1.flag
4366	33a1af608b	12	0:01:40.830000	 3.1401	cutadapt	lock.fastq__H9_treated_PRO-seq_1_R2_trimmed.fastq
4512	ed4823d839	14	0:01:03.990000	 0.0023	seqtk	lock.fastq__H9_treated_PRO-seq_1_R2_trimmed.fastq
4511	ed4823d839	13	0:01:04.300000	 0.0008	seqtk	lock.fastq__H9_treated_PRO-seq_1_R2_trimmed.fastq
4880	bc47059146	14f	0:01:04.310000	 0.1759	fastqc	lock.trimmed_fastqc
4962	ee3b316e4f	14f	0:01:21.530000	 0.1615	fastqc	lock.trimmed_fastqc_R2
5090	b89ee0fc78	15	0:03:14.510000	 6.7273	fastq_pair	lock.cutadapt__H9_treated_PRO-seq_1.histogram
5534	2cab82fd2d	16	0:01:25.580000	 0.1151	flash	lock.cutadapt__H9_treated_PRO-seq_1.histogram
5753	64dc45e08b	17	0:00:07.740000	 0.112	Rscript	lock.cutadapt__H9_treated_PRO-seq_1_adapter_insertion_distribution.pdf
5784	dc7e5f8942	18	0:00:22.670000	 0.002	cp	lock.fastq__H9_treated_PRO-seq_1_R2_trimmed_dups.fastq
5807	9692625762	19	0:00:00.030000	 0.0	touch	lock.fastq__processed_R2.flag
5809	cfb9b1ef86	20	0:03:04.400000	 6.4798	fastq_pair	lock.fastq__repaired.flag
6506	ee2c78c398	21	0:00:00.640000	 0.0008	mv	lock.fastq__repaired.flag
6508	7aa0f17cb6	22	0:00:00.370000	 0.0008	mv	lock.fastq__repaired.flag
6509	8a7a54577e	23	0:00:00.080000	 0.0004	touch	lock.fastq__repaired.flag
6511	a7339f59f8	24	0:02:27.270000	 5.3302	fastq_pair	lock.fastq__dups_repaired.flag
6640	ff5bb7ccef	25	0:00:00.500000	 0.0008	mv	lock.fastq__dups_repaired.flag
6642	923012f08b	26	0:00:00.290000	 0.0008	mv	lock.fastq__dups_repaired.flag
6643	7eae1438a4	27	0:00:00.030000	 0.0	touch	lock.fastq__dups_repaired.flag
6644	f92a45ffd2	28	0:00:00.030000	 0.0	mkfifo	lock.prealignments__human_rDNA_bt2
7114	bdeb363fea	30	0:00:00.040000	 0.0015	mkfifo	lock.prealignments__human_rDNA_dups_bt2
7547	856002324f	33	0:44:25.650000	 0.0037	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_sort.bam
7546	856002324f	32	0:44:25.670000	 3.7983	bowtie2	lock.aligned_hg38__H9_treated_PRO-seq_1_sort.bam
7548	856002324f	34	0:49:39.210000	 0.8968	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_sort.bam
12725	65196beb28	35	0:01:39.050000	 0.0179	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_sort.bam
14144	2930a6e9c3	36	0:39:46.270000	 3.7645	bowtie2	lock.aligned_hg38__H9_treated_PRO-seq_1_sort_dups.bam
14149	2930a6e9c3	37	0:40:06.340000	 0.0037	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_sort_dups.bam
14150	2930a6e9c3	38	0:44:24.980000	 0.8954	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_sort_dups.bam
18832	67d0f591dd	39	0:01:28.790000	 0.0181	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_sort_dups.bam
18927	f5bcdbadd4	40	0:00:21.780000	 0.0107	pigz	lock.prealignments__H9_treated_PRO-seq_1_human_rDNA_unmap_R2.fq.gz
18962	25409f8f6e	41	0:00:25.140000	 0.0107	pigz	lock.prealignments__H9_treated_PRO-seq_1_human_rDNA_unmap_R1.fq.gz
19015	390d6e664c	42	0:00:37.290000	 0.0099	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_temp.bam.bai
19245	483afde36e	43	0:00:26.710000	 0.012	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_noMT.bam
19285	dafbfcd4a1	45	0:00:00.060000	 0.0	cut	lock.aligned_hg38__H9_treated_PRO-seq_1_noMT.bam
19287	dafbfcd4a1	47	0:00:00.080000	 0.0	grep	lock.aligned_hg38__H9_treated_PRO-seq_1_noMT.bam
19284	dafbfcd4a1	44	0:00:00.120000	 0.0105	samtools	lock.aligned_hg38__H9_treated_PRO-seq_1_noMT.bam
19286	dafbfcd4a1	46	0:00:00.140000	 0.0	awk	lock.aligned_hg38__H9_treated_PRO-seq_1_noMT.bam
