# Pipeline started at 06-15 07:17:25

# pid	hash	cid	runtime	mem	cmd	lock
217613	1dea11e27b	1	0:00:00.060000	 0.0	ln	lock.raw__H9_PRO-seq_80_R1.fastq.gz
217615	f5b845ea88	2	0:00:00.030000	 0.0004	ln	lock.raw__H9_PRO-seq_80_R2.fastq.gz
217618	8dbdbc5ca5	3	0:02:49.430000	 0.0025	pigz	lock.fastq__H9_PRO-seq_80_R2.fastq
350866	8bd352e8a6	4	0:02:19.340000	 0.0025	pigz	lock.fastq__H9_PRO-seq_80_R2.fastq
171390	7092158447	5	0:02:01.820000	 3.2925	cutadapt	lock.fastq__H9_PRO-seq_80_R1_processed.fastq
332652	37089aec5e	7	0:01:14.490000	 0.0023	seqtk	lock.fastq__H9_PRO-seq_80_R1_processed.fastq
332651	37089aec5e	6	0:01:14.590000	 0.0008	seqtk	lock.fastq__H9_PRO-seq_80_R1_processed.fastq
332727	842b579471	7f	0:00:48.810000	 0.181	fastqc	lock.trimmed_fastqc
332789	b6f3daa11f	8	0:00:48.950000	 2.037	seqkit	lock.fastq__H9_PRO-seq_80_R1_trimmed.fastq
332903	cb72dee9c2	9	0:00:27.760000	 0.0008	seqtk	lock.fastq__H9_PRO-seq_80_R1_trimmed.fastq
332931	cb72dee9c2	10	0:00:35.440000	 0.0023	seqtk	lock.fastq__H9_PRO-seq_80_R1_trimmed.fastq
333326	3517aece2e	11	0:00:00.100000	 0.0004	touch	lock.fastq__processed_R1.flag
333328	12b6aeb37f	12	0:02:01.640000	 3.4167	cutadapt	lock.fastq__H9_PRO-seq_80_R2_trimmed.fastq
333521	61e26cf645	13	0:00:52.460000	 0.0008	seqtk	lock.fastq__H9_PRO-seq_80_R2_trimmed.fastq
333522	61e26cf645	14	0:01:13.890000	 0.0023	seqtk	lock.fastq__H9_PRO-seq_80_R2_trimmed.fastq
333853	842b579471	14f	0:00:49.430000	 0.1796	fastqc	lock.trimmed_fastqc
333926	6f627c83d3	14f	0:01:00.390000	 0.172	fastqc	lock.trimmed_fastqc_R2
334042	64fd237027	15	0:02:41.610000	 4.5563	fastq_pair	lock.cutadapt__H9_PRO-seq_80.histogram
334510	40c85aff59	16	0:01:07.760000	 0.1204	flash	lock.cutadapt__H9_PRO-seq_80.histogram
334714	8459318517	17	0:00:04.880000	 0.3165	Rscript	lock.cutadapt__H9_PRO-seq_80_adapter_insertion_distribution.pdf
334747	fd18b29808	18	0:00:24.790000	 0.002	cp	lock.fastq__H9_PRO-seq_80_R2_trimmed_dups.fastq
334771	a1d5ddfe13	19	0:00:00.030000	 0.0	touch	lock.fastq__processed_R2.flag
334772	9018d7ac58	20	0:02:17.460000	 4.8232	fastq_pair	lock.fastq__repaired.flag
335063	eb17e7a5dc	21	0:00:00.570000	 0.0008	mv	lock.fastq__repaired.flag
335065	20356ee6d5	22	0:00:00.470000	 0.0008	mv	lock.fastq__repaired.flag
335066	f13e47c25f	23	0:00:00.270000	 0.0004	touch	lock.fastq__repaired.flag
335067	0d48e08170	24	0:01:49.220000	 4.8945	fastq_pair	lock.fastq__dups_repaired.flag
335354	354269a6a5	25	0:00:00.500000	 0.0015	mv	lock.fastq__dups_repaired.flag
