File_mb	971.29	PEPPRO
Read_type	PAIRED	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	46292984	PEPPRO
Fastq_reads	46292984	PEPPRO
Trimmed_reads	11331720	PEPPRO
Trim_loss_rate	75.52	PEPPRO
Reads_with_adapter	18342898.0	PEPPRO
Uninformative_adapter_reads	11448553.0	PEPPRO
Duplicate_reads	691509.0	PEPPRO
Pct_uninformative_adapter_reads	49.4613	PEPPRO
Trimmed_reads	22663440	PEPPRO
Trim_loss_rate	51.04	PEPPRO
Peak_adapter_insertion_size	20	PEPPRO
Degradation_ratio	1.0318	PEPPRO
Aligned_reads_human_rDNA	2331094.0	PEPPRO
Alignment_rate_human_rDNA	10.29	PEPPRO
Mapped_reads	17485980	PEPPRO
QC_filtered_reads	10220292	PEPPRO
Aligned_reads	7265688.5	PEPPRO
Alignment_rate	32.06	PEPPRO
Total_efficiency	15.7	PEPPRO
Read_depth	2.14	PEPPRO
Mitochondrial_reads	336077	PEPPRO
Maximum_read_length	38	PEPPRO
Genome_size	3099922541	PEPPRO
Frac_exp_unique_at_10M	0.8539	PEPPRO
NRF	1.0	PEPPRO
PBC1	3896460.0	PEPPRO
PBC2	3896460.0	PEPPRO
Unmapped_reads	2667586	PEPPRO
TSS_coding_score	33.6	PEPPRO
TSS_non-coding_score	12.3	PEPPRO
Pause_index	33.24	PEPPRO
Plus_FRiP	0.39	PEPPRO
Minus_FRiP	0.36	PEPPRO
mRNA_contamination	1.29	PEPPRO
Time	1:44:21	PEPPRO
Success	06-15-09:01:38	PEPPRO
