File_mb	1677.91	PEPPRO
Read_type	PAIRED	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	81008246	PEPPRO
Fastq_reads	81008246	PEPPRO
Trimmed_reads	19833681	PEPPRO
Trim_loss_rate	75.52	PEPPRO
Reads_with_adapter	32096850.0	PEPPRO
Uninformative_adapter_reads	20028832.0	PEPPRO
Duplicate_reads	1700774.0	PEPPRO
Pct_uninformative_adapter_reads	49.4489	PEPPRO
Trimmed_reads	39667362	PEPPRO
Trim_loss_rate	51.03	PEPPRO
Peak_adapter_insertion_size	20	PEPPRO
Degradation_ratio	1.0311	PEPPRO
Aligned_reads_human_rDNA	4079266.0	PEPPRO
Alignment_rate_human_rDNA	10.28	PEPPRO
Mapped_reads	30608447	PEPPRO
QC_filtered_reads	17889191	PEPPRO
Aligned_reads	12719256.0	PEPPRO
Alignment_rate	32.06	PEPPRO
Total_efficiency	15.7	PEPPRO
Read_depth	2.64	PEPPRO
Mitochondrial_reads	589030	PEPPRO
Maximum_read_length	38	PEPPRO
Genome_size	3099922541	PEPPRO
Frac_exp_unique_at_10M	0.8537	PEPPRO
NRF	1.0	PEPPRO
PBC1	6820641.5	PEPPRO
PBC2	6820641.5	PEPPRO
Unmapped_reads	4666787	PEPPRO
TSS_coding_score	33.8	PEPPRO
TSS_non-coding_score	12.3	PEPPRO
Pause_index	33.69	PEPPRO
Plus_FRiP	0.39	PEPPRO
Minus_FRiP	0.36	PEPPRO
mRNA_contamination	1.29	PEPPRO
Time	2:08:52	PEPPRO
Success	06-15-09:26:10	PEPPRO
