File_mb	5477.44	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	70000000	PEPPRO
Fastq_reads	70000000	PEPPRO
Reads_with_adapter	38768961.0	PEPPRO
Uninformative_adapter_reads	700276.0	PEPPRO
Pct_uninformative_adapter_reads	1.0004	PEPPRO
Trimmed_reads	69299724	PEPPRO
Trim_loss_rate	1.0	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.2309	PEPPRO
Aligned_reads_human_rDNA	3492589.0	PEPPRO
Alignment_rate_human_rDNA	5.04	PEPPRO
Mapped_reads	58587924	PEPPRO
QC_filtered_reads	10244576	PEPPRO
Aligned_reads	48343348	PEPPRO
Alignment_rate	69.76	PEPPRO
Total_efficiency	69.06	PEPPRO
Read_depth	6.87	PEPPRO
Mitochondrial_reads	3031668	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
File_mb	5477.44	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
NRF	0.69	PEPPRO
PBC1	0.89	PEPPRO
PBC2	14.34	PEPPRO
Unmapped_reads	7219211	PEPPRO
TSS_coding_score	17.4	PEPPRO
TSS_non-coding_score	4.2	PEPPRO
File_mb	5477.44	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Pause_index	8.19	PEPPRO
Plus_FRiP	0.38	PEPPRO
Minus_FRiP	0.38	PEPPRO
mRNA_contamination	4.92	PEPPRO
Time	0:32:30	PEPPRO
Success	06-14-21:44:18	PEPPRO
