# Pipeline started at 06-11 17:07:22

# pid	hash	cid	runtime	mem	cmd	lock
454878	64e106444a	1	0:00:00.020000	 0.0	ln	lock.raw__K562_PRO-seq_70.fastq.gz
454879	c559cfe606	2	0:13:28.300000	 0.0025	pigz	lock.fastq__K562_PRO-seq_70_R1.fastq
861	6447c22b45	3	0:21:41.060000	 10.1242	cutadapt	lock.fastq__K562_PRO-seq_70_R1_processed.fastq
6020	195534140a	4	0:10:31.050000	 0.0008	seqtk	lock.fastq__K562_PRO-seq_70_R1_processed.fastq
6021	195534140a	5	0:10:35.410000	 0.0023	seqtk	lock.fastq__K562_PRO-seq_70_R1_processed.fastq
15005	78c13b97da	6	0:00:00.020000	 0.0	echo	lock.fastqc__K562_PRO-seq_70_R1_processed_fastqc.html
16673	0f69b41c55	6f	0:16:02.200000	 0.2529	fastqc	None
# Pipeline started at 06-11 19:07:12

# pid	hash	cid	runtime	mem	cmd	lock
97835	78c13b97da	6	0:00:00.030000	 0.0	echo	lock.fastqc__K562_PRO-seq_70_R1_processed_fastqc.html
98154	0f69b41c55	6f	0:18:41.930000	 0.2604	fastqc	lock.trimmed_fastqc
102892	68f810fd87	7	0:00:00.130000	 0.0015	touch	lock.fastq__processed_R1.flag
102899	82a90ac505	8	0:00:04.320000	 0.3172	Rscript	lock.cutadapt__K562_PRO-seq_70_R1_adapter_insertion_distribution.pdf
114142	8301384a50	10	1:47:14.760000	 0.0038	samtools	lock.aligned_hg38__K562_PRO-seq_70_sort.bam
114135	8301384a50	9	1:47:14.780000	 4.0182	bowtie2	lock.aligned_hg38__K562_PRO-seq_70_sort.bam
114143	8301384a50	11	2:28:26.150000	 0.9038	samtools	lock.aligned_hg38__K562_PRO-seq_70_sort.bam
150154	a52d336b62	12	0:07:25.410000	 0.0286	samtools	lock.aligned_hg38__K562_PRO-seq_70_sort.bam
155643	69dd7f8831	13	0:05:37.570000	 0.0211	pigz	lock.prealignments__K562_PRO-seq_70_human_rDNA_unmap.fq.gz
156194	617e8747ab	14	0:04:37.110000	 0.0231	samtools	lock.aligned_hg38__K562_PRO-seq_70_temp.bam.bai
156679	3e6a5def2b	15	0:04:06.360000	 0.0233	samtools	lock.aligned_hg38__K562_PRO-seq_70_noMT.bam
157094	20f1382922	18	0:00:00.090000	 0.0	awk	lock.aligned_hg38__K562_PRO-seq_70_noMT.bam
157092	20f1382922	16	0:00:00.100000	 0.0086	samtools	lock.aligned_hg38__K562_PRO-seq_70_noMT.bam
157095	20f1382922	19	0:00:00.120000	 0.0	grep	lock.aligned_hg38__K562_PRO-seq_70_noMT.bam
157093	20f1382922	17	0:00:00.130000	 0.0007	cut	lock.aligned_hg38__K562_PRO-seq_70_noMT.bam
157097	b4d04bdc55	20	0:04:14.530000	 0.0311	samtools	lock.aligned_hg38__K562_PRO-seq_70_noMT.bam
157605	8ea431c117	21	0:00:01.950000	 0.0008	mv	lock.aligned_hg38__K562_PRO-seq_70_noMT.bam
157608	3e6a5def2b	22	0:03:59.710000	 0.0236	samtools	lock.aligned_hg38__K562_PRO-seq_70_noMT.bam
159096	7314a02f6e	24	0:04:25.510000	 6.1489	/scratch/jps3dp/tools/databio//peppro/tools/bamQC.py	lock.QC_hg38__K562_PRO-seq_70_bamQC.tsv
159616	e4d3e2f022	25	0:00:51.380000	 0.0139	samtools	lock.aligned_hg38__K562_PRO-seq_70_unmap.bam
159759	eff5c1a726	26	0:19:48.540000	 0.0063	samtools	lock.aligned_hg38__K562_PRO-seq_70_minus.bam
161682	e1885d9803	27	0:17:54.210000	 0.0063	samtools	lock.aligned_hg38__K562_PRO-seq_70_minus.bam
163482	9b79d434f7	28	0:00:00.290000	 0.0015	sed	lock.QC_hg38__minus_TSS.tsv
163488	0216b7f348	29	0:00:26.960000	 1.479	/scratch/jps3dp/tools/databio//peppro/tools/pyTssEnrichment.py	lock.QC_hg38__K562_PRO-seq_70_plus_TssEnrichment.txt
