File_mb	1207.83	PEPPRO
Read_type	PAIRED	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	57859902	PEPPRO
Fastq_reads	57859902	PEPPRO
Trimmed_reads	14164231	PEPPRO
Trim_loss_rate	75.52	PEPPRO
Reads_with_adapter	22925851.0	PEPPRO
Uninformative_adapter_reads	14307341.0	PEPPRO
Duplicate_reads	987746.0	PEPPRO
Pct_uninformative_adapter_reads	49.4551	PEPPRO
Trimmed_reads	28328462	PEPPRO
Trim_loss_rate	51.04	PEPPRO
Peak_adapter_insertion_size	20	PEPPRO
Degradation_ratio	1.0308	PEPPRO
Aligned_reads_human_rDNA	2915278.0	PEPPRO
Alignment_rate_human_rDNA	10.29	PEPPRO
Mapped_reads	21857551	PEPPRO
QC_filtered_reads	12774487	PEPPRO
Aligned_reads	9083064.0	PEPPRO
Alignment_rate	32.06	PEPPRO
Total_efficiency	15.7	PEPPRO
Read_depth	2.31	PEPPRO
Mitochondrial_reads	420662	PEPPRO
Maximum_read_length	38	PEPPRO
Genome_size	3099922541	PEPPRO
Frac_exp_unique_at_10M	0.8538	PEPPRO
NRF	1.0	PEPPRO
PBC1	4870901.0	PEPPRO
PBC2	4870901.0	PEPPRO
Unmapped_reads	3332293	PEPPRO
TSS_coding_score	33.8	PEPPRO
TSS_non-coding_score	12.3	PEPPRO
Pause_index	33.39	PEPPRO
Plus_FRiP	0.39	PEPPRO
Minus_FRiP	0.36	PEPPRO
mRNA_contamination	1.29	PEPPRO
Time	1:38:18	PEPPRO
Success	06-15-08:55:36	PEPPRO
