File_mb	746.84	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	9931075	PEPPRO
Fastq_reads	9931075	PEPPRO
Reads_with_adapter	8460719.0	PEPPRO
Uninformative_adapter_reads	248752.0	PEPPRO
Pct_uninformative_adapter_reads	2.5048	PEPPRO
Trimmed_reads	9682323	PEPPRO
Trim_loss_rate	2.5	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.2307	PEPPRO
Aligned_reads_human_rDNA	893235.0	PEPPRO
Alignment_rate_human_rDNA	9.23	PEPPRO
Mapped_reads	8680538	PEPPRO
QC_filtered_reads	933765	PEPPRO
Aligned_reads	7746773	PEPPRO
Alignment_rate	80.01	PEPPRO
Total_efficiency	78.01	PEPPRO
Read_depth	1.95	PEPPRO
Mitochondrial_reads	183336	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
NRF	0.95	PEPPRO
PBC1	0.98	PEPPRO
PBC2	47.71	PEPPRO
Unmapped_reads	108550	PEPPRO
TSS_coding_score	14.1	PEPPRO
TSS_non-coding_score	5.7	PEPPRO
File_mb	746.84	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
File_mb	746.84	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Pause_index	10.66	PEPPRO
Plus_FRiP	0.36	PEPPRO
Minus_FRiP	0.34	PEPPRO
mRNA_contamination	1.44	PEPPRO
Time	0:26:36	PEPPRO
Success	06-14-21:32:48	PEPPRO
