File_mb	10969.75	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	148988721	PEPPRO
Fastq_reads	148988721	PEPPRO
Reads_with_adapter	126928151.0	PEPPRO
Uninformative_adapter_reads	3729909.0	PEPPRO
Pct_uninformative_adapter_reads	2.5035	PEPPRO
Trimmed_reads	145258812	PEPPRO
Trim_loss_rate	2.5	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.2312	PEPPRO
Aligned_reads_human_rDNA	13404967.0	PEPPRO
Alignment_rate_human_rDNA	9.23	PEPPRO
Mapped_reads	130234299	PEPPRO
QC_filtered_reads	14019843	PEPPRO
Aligned_reads	116214456	PEPPRO
Alignment_rate	80.01	PEPPRO
Total_efficiency	78.0	PEPPRO
Read_depth	10.45	PEPPRO
Mitochondrial_reads	2744825	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
NRF	0.6	PEPPRO
PBC1	0.79	PEPPRO
PBC2	6.54	PEPPRO
Unmapped_reads	1619546	PEPPRO
TSS_coding_score	13.9	PEPPRO
TSS_non-coding_score	5.8	PEPPRO
Pause_index	10.73	PEPPRO
Plus_FRiP	0.36	PEPPRO
Minus_FRiP	0.34	PEPPRO
mRNA_contamination	1.38	PEPPRO
Time	4:32:19	PEPPRO
Success	06-15-11:43:19	PEPPRO
