File_mb	5404.02	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	70000000	PEPPRO
Fastq_reads	70000000	PEPPRO
Reads_with_adapter	35291630.0	PEPPRO
Uninformative_adapter_reads	524857.0	PEPPRO
Pct_uninformative_adapter_reads	0.7498	PEPPRO
Trimmed_reads	69475143	PEPPRO
Trim_loss_rate	0.75	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.2308	PEPPRO
Aligned_reads_human_rDNA	3025540.0	PEPPRO
Alignment_rate_human_rDNA	4.35	PEPPRO
Mapped_reads	58152869	PEPPRO
QC_filtered_reads	10854484	PEPPRO
Aligned_reads	47298385	PEPPRO
Alignment_rate	68.08	PEPPRO
Total_efficiency	67.57	PEPPRO
Read_depth	7.29	PEPPRO
Mitochondrial_reads	3321940	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
NRF	0.65	PEPPRO
PBC1	0.88	PEPPRO
PBC2	13.92	PEPPRO
Unmapped_reads	8296734	PEPPRO
TSS_coding_score	17.7	PEPPRO
TSS_non-coding_score	3.9	PEPPRO
Pause_index	7.99	PEPPRO
Plus_FRiP	0.39	PEPPRO
Minus_FRiP	0.38	PEPPRO
mRNA_contamination	5.92	PEPPRO
Time	2:18:47	PEPPRO
Success	06-15-09:35:58	PEPPRO
