# Pipeline started at 06-15 07:17:18

# pid	hash	cid	runtime	mem	cmd	lock
138709	97ebc16ab9	1	0:00:00.030000	 0.0	ln	lock.raw__H9_treated_PRO-seq_2_R1.fastq.gz
138712	d262f17f93	2	0:00:00.020000	 0.0	ln	lock.raw__H9_treated_PRO-seq_2_R2.fastq.gz
138715	28d6248598	3	0:02:48.630000	 0.0025	pigz	lock.fastq__H9_treated_PRO-seq_2_R2.fastq
45196	a763f6d569	4	0:01:46.240000	 0.0025	pigz	lock.fastq__H9_treated_PRO-seq_2_R2.fastq
3602	c4289ee3fd	5	0:02:39.690000	 3.2324	cutadapt	lock.fastq__H9_treated_PRO-seq_2_R1_processed.fastq
3786	b41e5f993c	6	0:00:27.590000	 0.0008	seqtk	lock.fastq__H9_treated_PRO-seq_2_R1_processed.fastq
3787	b41e5f993c	7	0:00:39.010000	 0.0023	seqtk	lock.fastq__H9_treated_PRO-seq_2_R1_processed.fastq
3848	bfa5017e63	7f	0:00:57.600000	 0.182	fastqc	lock.trimmed_fastqc
3943	12583e5a79	8	0:01:03.580000	 2.0363	seqkit	lock.fastq__H9_treated_PRO-seq_2_R1_trimmed.fastq
4301	898b758301	9	0:00:27.590000	 0.0008	seqtk	lock.fastq__H9_treated_PRO-seq_2_R1_trimmed.fastq
4302	898b758301	10	0:00:36.850000	 0.0023	seqtk	lock.fastq__H9_treated_PRO-seq_2_R1_trimmed.fastq
4515	fa73e8e77e	11	0:00:00.070000	 0.0	touch	lock.fastq__processed_R1.flag
4517	4321b5c3b2	12	0:02:09.350000	 3.3502	cutadapt	lock.fastq__H9_treated_PRO-seq_2_R2_trimmed.fastq
4928	8c0a87a5c4	13	0:00:28.830000	 0.0008	seqtk	lock.fastq__H9_treated_PRO-seq_2_R2_trimmed.fastq
4929	8c0a87a5c4	14	0:00:47.170000	 0.0023	seqtk	lock.fastq__H9_treated_PRO-seq_2_R2_trimmed.fastq
5021	bfa5017e63	14f	0:00:58.610000	 0.1787	fastqc	lock.trimmed_fastqc
5107	d72297f689	14f	0:01:03.280000	 0.1701	fastqc	lock.trimmed_fastqc_R2
