File_mb	3550.33	PEPPRO
Read_type	single	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	72718941	PEPPRO
Fastq_reads	72718941	PEPPRO
Reads_with_adapter	22179715.0	PEPPRO
Reads_too_short	0.0	PEPPRO
Pct_reads_too_short	0.0	PEPPRO
Trimmed_reads	72718941	PEPPRO
Trim_loss_rate	0.0	PEPPRO
Peak_adapter_insertion_size	0	PEPPRO
Degradation_ratio	0.0	PEPPRO
Aligned_reads_human_rDNA	40879756.0	PEPPRO
Alignment_rate_human_rDNA	56.22	PEPPRO
Mapped_reads	21029691	PEPPRO
QC_filtered_reads	6163527	PEPPRO
Aligned_reads	14866164	PEPPRO
Alignment_rate	20.44	PEPPRO
Total_efficiency	20.44	PEPPRO
Read_depth	2.34	PEPPRO
Mitochondrial_reads	1906316	PEPPRO
Maximum_read_length	51	PEPPRO
Genome_size	3099922541	PEPPRO
NRF	0.72	PEPPRO
PBC1	0.91	PEPPRO
PBC2	13.55	PEPPRO
Unmapped_reads	10809494	PEPPRO
TSS_Plus_Score	7.3	PEPPRO
TSS_Minus_Score	4.1	PEPPRO
Pause_index	6.18	PEPPRO
Plus_FRiP	0.37	PEPPRO
Minus_FRiP	0.33	PEPPRO
mRNA_contamination	3.22	PEPPRO
Time	1:21:02	PEPPRO
Success	02-18-12:29:59	PEPPRO
