File_mb	5315.52	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	70000000	PEPPRO
Fastq_reads	70000000	PEPPRO
Reads_with_adapter	31815025.0	PEPPRO
Uninformative_adapter_reads	349949.0	PEPPRO
Pct_uninformative_adapter_reads	0.4999	PEPPRO
Trimmed_reads	69650051	PEPPRO
Trim_loss_rate	0.5	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.2308	PEPPRO
Aligned_reads_human_rDNA	2559080.0	PEPPRO
Alignment_rate_human_rDNA	3.67	PEPPRO
Mapped_reads	57718557	PEPPRO
QC_filtered_reads	11466593	PEPPRO
Aligned_reads	46251964	PEPPRO
Alignment_rate	66.41	PEPPRO
Total_efficiency	66.07	PEPPRO
Read_depth	7.92	PEPPRO
Mitochondrial_reads	3613062	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
NRF	0.6	PEPPRO
PBC1	0.86	PEPPRO
PBC2	12.89	PEPPRO
Unmapped_reads	9372414	PEPPRO
TSS_coding_score	18.1	PEPPRO
TSS_non-coding_score	3.4	PEPPRO
Pause_index	7.77	PEPPRO
Plus_FRiP	0.39	PEPPRO
Minus_FRiP	0.39	PEPPRO
mRNA_contamination	7.26	PEPPRO
Time	2:18:35	PEPPRO
Success	06-15-09:35:45	PEPPRO
