# Pipeline started at 06-15 07:11:02

# pid	hash	cid	runtime	mem	cmd	lock
208284	d2654ff1f2	1	0:00:00.020000	 0.0	ln	lock.raw__K562_PRO-seq_50.fastq.gz
208287	e0b089e26f	2	0:09:50.060000	 0.0025	pigz	lock.fastq__K562_PRO-seq_50_R1.fastq
210371	d60fa792c9	3	0:11:39.610000	 6.7199	cutadapt	lock.fastq__K562_PRO-seq_50_R1_processed.fastq
211486	aa715f22c0	5	0:06:13.470000	 0.0023	seqtk	lock.fastq__K562_PRO-seq_50_R1_processed.fastq
211485	aa715f22c0	4	0:06:13.510000	 0.0008	seqtk	lock.fastq__K562_PRO-seq_50_R1_processed.fastq
212485	78c13b97da	6	0:00:00.030000	 0.0	echo	lock.fastqc__K562_PRO-seq_50_R1_processed_fastqc.html
212735	7368f5d33c	6f	0:13:13	 0.2516	fastqc	lock.trimmed_fastqc
213985	a67f5088c9	7	0:00:00.130000	 0.0015	touch	lock.fastq__processed_R1.flag
213991	4e2ff4c09d	8	0:00:04.810000	 0.3165	Rscript	lock.cutadapt__K562_PRO-seq_50_R1_adapter_insertion_distribution.pdf
220017	e5bb55453d	10	1:37:34.090000	 0.0037	samtools	lock.aligned_hg38__K562_PRO-seq_50_sort.bam
219931	e5bb55453d	9	1:37:34.110000	 3.8447	bowtie2	lock.aligned_hg38__K562_PRO-seq_50_sort.bam
220018	e5bb55453d	11	2:07:47.900000	 0.8997	samtools	lock.aligned_hg38__K562_PRO-seq_50_sort.bam
237040	4a01d872df	12	0:06:04.300000	 0.026	samtools	lock.aligned_hg38__K562_PRO-seq_50_sort.bam
241954	8d59a9fdc3	13	0:05:29.340000	 0.0138	pigz	lock.prealignments__K562_PRO-seq_50_human_rDNA_unmap.fq.gz
242600	3019244509	14	0:03:22.200000	 0.0216	samtools	lock.aligned_hg38__K562_PRO-seq_50_temp.bam.bai
243016	a644e825de	15	0:02:55.910000	 0.022	samtools	lock.aligned_hg38__K562_PRO-seq_50_noMT.bam
270997	37a49b9c17	17	0:00:00.080000	 0.0	cut	lock.aligned_hg38__K562_PRO-seq_50_noMT.bam
270999	37a49b9c17	19	0:00:00.100000	 0.0	grep	lock.aligned_hg38__K562_PRO-seq_50_noMT.bam
270996	37a49b9c17	16	0:00:00.120000	 0.01	samtools	lock.aligned_hg38__K562_PRO-seq_50_noMT.bam
270998	37a49b9c17	18	0:00:00.130000	 0.0	awk	lock.aligned_hg38__K562_PRO-seq_50_noMT.bam
271001	f29d316fa3	20	0:03:36.520000	 0.0228	samtools	lock.aligned_hg38__K562_PRO-seq_50_noMT.bam
279626	e05c79db0e	21	0:00:01.440000	 0.0008	mv	lock.aligned_hg38__K562_PRO-seq_50_noMT.bam
280008	a644e825de	22	0:02:55.590000	 0.0217	samtools	lock.aligned_hg38__K562_PRO-seq_50_noMT.bam
338745	1b5f9ada95	24	0:03:15.070000	 7.4232	/scratch/jps3dp/tools/databio//peppro/tools/bamQC.py	lock.QC_hg38__K562_PRO-seq_50_bamQC.tsv
382983	34e4bdb194	25	0:00:37.660000	 0.0113	samtools	lock.aligned_hg38__K562_PRO-seq_50_unmap.bam
383351	c8307c6c2e	26	0:14:00.810000	 0.0063	samtools	lock.aligned_hg38__K562_PRO-seq_50_minus.bam
51589	88c3f0c342	27	0:13:28.620000	 0.0064	samtools	lock.aligned_hg38__K562_PRO-seq_50_minus.bam
172739	e8fe720a0e	28	0:00:00.250000	 0.001	sed	lock.QC_hg38__minus_TSS.tsv
