File_mb	29053.1	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	397272644	PEPPRO
Fastq_reads	397272644	PEPPRO
Reads_with_adapter	338450269.0	PEPPRO
Uninformative_adapter_reads	9949631.0	PEPPRO
Pct_uninformative_adapter_reads	2.5045	PEPPRO
Trimmed_reads	387323013	PEPPRO
Trim_loss_rate	2.5	PEPPRO
File_mb	29053.1	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Trimmed_reads	387323013	PEPPRO
Trim_loss_rate	2.5	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.2313	PEPPRO
Aligned_reads_human_rDNA	35748058.0	PEPPRO
Alignment_rate_human_rDNA	9.23	PEPPRO
Mapped_reads	347261528	PEPPRO
QC_filtered_reads	37392862	PEPPRO
Aligned_reads	309868666	PEPPRO
Alignment_rate	80.0	PEPPRO
Total_efficiency	78.0	PEPPRO
Read_depth	24.22	PEPPRO
Mitochondrial_reads	7320857	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
NRF	0.34	PEPPRO
PBC1	0.6	PEPPRO
PBC2	4.14	PEPPRO
Unmapped_reads	4313427	PEPPRO
TSS_coding_score	13.9	PEPPRO
TSS_non-coding_score	5.8	PEPPRO
File_mb	29053.1	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Pause_index	10.91	PEPPRO
Plus_FRiP	0.36	PEPPRO
Minus_FRiP	0.34	PEPPRO
mRNA_contamination	1.37	PEPPRO
Time	2:01:34	PEPPRO
Success	06-14-23:11:45	PEPPRO
