# Pipeline started at 06-11 17:09:19

# pid	hash	cid	runtime	mem	cmd	lock
455082	51dc917e70	1	0:00:00.160000	 0.0	ln	lock.raw__K562_RNA-seq_30.fastq.gz
455084	810bdb621a	2	0:03:23.480000	 0.0025	pigz	lock.fastq__K562_RNA-seq_30_R1.fastq
456083	c679706dde	3	0:04:32.230000	 4.222	cutadapt	lock.fastq__K562_RNA-seq_30_R1_processed.fastq
456630	efe8d9ab67	4	0:01:36.820000	 0.0008	seqtk	lock.fastq__K562_RNA-seq_30_R1_processed.fastq
456631	efe8d9ab67	5	0:01:46.470000	 0.0023	seqtk	lock.fastq__K562_RNA-seq_30_R1_processed.fastq
457078	78c13b97da	6	0:00:00.030000	 0.0	echo	lock.fastqc__K562_RNA-seq_30_R1_processed_fastqc.html
457146	d12eb0c023	6f	0:04:05.910000	 0.2417	fastqc	lock.trimmed_fastqc
457691	8ee53b224d	7	0:00:00.040000	 0.0004	touch	lock.fastq__processed_R1.flag
457692	15d9ac8a01	8	0:00:08.420000	 0.2011	Rscript	lock.cutadapt__K562_RNA-seq_30_R1_adapter_insertion_distribution.pdf
308	da6475815e	10	0:32:22.250000	 0.0037	samtools	lock.aligned_hg38__K562_RNA-seq_30_sort.bam
300	da6475815e	9	0:32:22.790000	 3.7179	bowtie2	lock.aligned_hg38__K562_RNA-seq_30_sort.bam
309	da6475815e	11	0:41:45.070000	 0.889	samtools	lock.aligned_hg38__K562_RNA-seq_30_sort.bam
10971	ae29c1c5c6	12	0:02:34.170000	 0.0185	samtools	lock.aligned_hg38__K562_RNA-seq_30_sort.bam
19308	beb0bf2ea4	13	0:02:28.590000	 0.0136	pigz	lock.prealignments__K562_RNA-seq_30_human_rDNA_unmap.fq.gz
20001	e395eaae9c	14	0:01:03.870000	 0.0166	samtools	lock.aligned_hg38__K562_RNA-seq_30_temp.bam.bai
20325	8f628de0ff	15	0:00:52.270000	 0.0156	samtools	lock.aligned_hg38__K562_RNA-seq_30_noMT.bam
20783	3588388c3f	17	0:00:00.060000	 0.0	cut	lock.aligned_hg38__K562_RNA-seq_30_noMT.bam
20785	3588388c3f	19	0:00:00.080000	 0.0	grep	lock.aligned_hg38__K562_RNA-seq_30_noMT.bam
20782	3588388c3f	16	0:00:00.090000	 0.0081	samtools	lock.aligned_hg38__K562_RNA-seq_30_noMT.bam
20784	3588388c3f	18	0:00:00.110000	 0.0	awk	lock.aligned_hg38__K562_RNA-seq_30_noMT.bam
20787	8fe2ebda22	20	0:01:03.920000	 0.0193	samtools	lock.aligned_hg38__K562_RNA-seq_30_noMT.bam
20922	1772a794a0	21	0:00:00.430000	 0.0008	mv	lock.aligned_hg38__K562_RNA-seq_30_noMT.bam
20923	8f628de0ff	22	0:00:55.020000	 0.015	samtools	lock.aligned_hg38__K562_RNA-seq_30_noMT.bam
# Pipeline started at 06-11 19:08:10

# pid	hash	cid	runtime	mem	cmd	lock
414538	e10ee47256	12	0:01:10.400000	 1.4216	/scratch/jps3dp/tools/databio//peppro/tools/bamQC.py	lock.QC_hg38__K562_RNA-seq_30_bamQC.tsv
414947	5005bc7505	13	0:00:16.990000	 0.0175	samtools	lock.aligned_hg38__K562_RNA-seq_30_unmap.bam
415009	9eb266c267	14	0:04:06.450000	 0.0063	samtools	lock.aligned_hg38__K562_RNA-seq_30_minus.bam
415553	d7662f121e	15	0:03:57.340000	 0.0063	samtools	lock.aligned_hg38__K562_RNA-seq_30_minus.bam
416344	5a2dfde631	16	0:00:00.290000	 0.0015	sed	lock.QC_hg38__minus_TSS.tsv
416347	138304f8c3	17	0:00:10.200000	 0.5325	/scratch/jps3dp/tools/databio//peppro/tools/pyTssEnrichment.py	lock.QC_hg38__K562_RNA-seq_30_plus_TssEnrichment.txt
416559	be70580d4c	18	0:00:08.470000	 0.5433	/scratch/jps3dp/tools/databio//peppro/tools/pyTssEnrichment.py	lock.QC_hg38__K562_RNA-seq_30_minus_TssEnrichment.txt
416594	da67416610	19	0:00:07.430000	 0.2064	Rscript	lock.QC_hg38__K562_RNA-seq_30_TSSenrichment.pdf
416619	f60744490e	20	0:00:00.050000	 0.0	samtools	lock.QC_hg38__chr_order.txt
416621	f60744490e	22	0:00:00.070000	 0.0	awk	lock.QC_hg38__chr_order.txt
416620	f60744490e	21	0:00:00.080000	 0.0	grep	lock.QC_hg38__chr_order.txt
416622	f60744490e	23	0:00:00.100000	 0.0	awk	lock.QC_hg38__chr_order.txt
416625	0ff860271e	24	0:00:00.030000	 0.0	cut	lock.QC_hg38__chr_keep.txt
416627	61edeecf3a	25	0:00:01.650000	 0.0023	grep	lock.QC_hg38__hg38_ensembl_gene_body.bed
416628	61edeecf3a	26	0:00:01.840000	 0.0965	bedtools	lock.QC_hg38__hg38_ensembl_gene_body.bed
416631	3557419ac5	27	0:00:00.320000	 0.0026	grep	lock.QC_hg38__hg38_ensembl_gene_body.bed
416632	3557419ac5	28	0:00:00.340000	 0.0051	bedtools	lock.QC_hg38__hg38_ensembl_gene_body.bed
416635	8947f8b9a1	30	0:01:15.820000	 0.001	awk	lock.QC_hg38__K562_RNA-seq_30_TSS_density.bed
416637	8947f8b9a1	32	0:01:16.700000	 0.0025	sort	lock.QC_hg38__K562_RNA-seq_30_TSS_density.bed
416634	8947f8b9a1	29	0:01:16.720000	 0.0264	bedtools	lock.QC_hg38__K562_RNA-seq_30_TSS_density.bed
416636	8947f8b9a1	31	0:01:16.740000	 0.0073	sort	lock.QC_hg38__K562_RNA-seq_30_TSS_density.bed
416706	a26b9b9346	33	0:01:52.330000	 0.15	bedtools	lock.QC_hg38__K562_RNA-seq_30_gene_body_density.bed
416708	a26b9b9346	35	0:01:52.450000	 0.0059	sort	lock.QC_hg38__K562_RNA-seq_30_gene_body_density.bed
416707	a26b9b9346	34	0:01:52.470000	 0.001	awk	lock.QC_hg38__K562_RNA-seq_30_gene_body_density.bed
416807	e7f07003cb	36	0:00:00.160000	 0.0007	join	lock.QC_hg38__K562_RNA-seq_30_pause_index.bed
416809	e7f07003cb	38	0:00:00.390000	 0.0059	env	lock.QC_hg38__K562_RNA-seq_30_pause_index.bed
416808	e7f07003cb	37	0:00:00.410000	 0.001	awk	lock.QC_hg38__K562_RNA-seq_30_pause_index.bed
# Pipeline started at 06-14 21:11:17

# pid	hash	cid	runtime	mem	cmd	lock
409549	47ce1aab5f	28	0:00:00.130000	 0.0007	join	lock.QC_hg38__K562_RNA-seq_30_pause_index.bed
