File_mb	5620.96	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	70000000	PEPPRO
Fastq_reads	70000000	PEPPRO
Reads_with_adapter	49200456.0	PEPPRO
Uninformative_adapter_reads	1225550.0	PEPPRO
Pct_uninformative_adapter_reads	1.7508	PEPPRO
Trimmed_reads	68774450	PEPPRO
Trim_loss_rate	1.75	PEPPRO
Peak_adapter_insertion_size	34	PEPPRO
Degradation_ratio	0.231	PEPPRO
Aligned_reads_human_rDNA	4894873.0	PEPPRO
Alignment_rate_human_rDNA	7.12	PEPPRO
Mapped_reads	59888336	PEPPRO
QC_filtered_reads	8412839	PEPPRO
Aligned_reads	51475497	PEPPRO
Alignment_rate	74.85	PEPPRO
Total_efficiency	73.54	PEPPRO
Read_depth	6.15	PEPPRO
Mitochondrial_reads	2160789	PEPPRO
File_mb	5620.96	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Maximum_read_length	100	PEPPRO
Genome_size	3099922541	PEPPRO
NRF	0.77	PEPPRO
PBC1	0.9	PEPPRO
PBC2	13.32	PEPPRO
Unmapped_reads	3991241	PEPPRO
TSS_coding_score	16.3	PEPPRO
TSS_non-coding_score	4.9	PEPPRO
File_mb	5620.96	PEPPRO
Read_type	SINGLE	PEPPRO
Genome	hg38	PEPPRO
Pause_index	8.95	PEPPRO
Plus_FRiP	0.37	PEPPRO
Minus_FRiP	0.36	PEPPRO
mRNA_contamination	2.97	PEPPRO
Time	0:36:29	PEPPRO
Success	06-14-21:47:46	PEPPRO
