# Pipeline started at 06-11 17:35:30

# pid	hash	cid	runtime	mem	cmd	lock
26733	8000fd3846	1	0:00:00.040000	 0.0004	ln	lock.raw__Jurkat_ChRO-seq_1.fastq.gz
26734	8ca54aa1a6	2	0:00:52.810000	 0.0025	pigz	lock.fastq__Jurkat_ChRO-seq_1_R1.fastq
26828	32bc0daeaa	3	0:00:44.510000	 2.0389	cutadapt	lock.fastq__Jurkat_ChRO-seq_1_R1_processed.fastq
26904	ee5f88b1a3	4	0:00:35.140000	 0.0008	seqtk	lock.fastq__Jurkat_ChRO-seq_1_R1_processed.fastq
26905	ee5f88b1a3	5	0:00:37.810000	 0.0023	seqtk	lock.fastq__Jurkat_ChRO-seq_1_R1_processed.fastq
26963	27e86fa1cd	5f	0:01:06.320000	 0.1758	fastqc	lock.trimmed_fastqc
27048	7bd6259d95	6	0:00:41.390000	 1.0355	seqkit	lock.fastq__Jurkat_ChRO-seq_1_R1_trimmed.fastq
27369	276c76d6c2	7	0:00:10.100000	 0.0008	seqtk	lock.fastq__Jurkat_ChRO-seq_1_R1_trimmed.fastq
27370	276c76d6c2	8	0:00:20.760000	 0.0023	seqtk	lock.fastq__Jurkat_ChRO-seq_1_R1_trimmed.fastq
27478	4b4fab1f24	9	0:00:00.050000	 0.0015	touch	lock.fastq__processed_R1.flag
27479	fc7977c5dc	10	0:00:11.560000	 0.1083	Rscript	lock.cutadapt__Jurkat_ChRO-seq_1_R1_adapter_insertion_distribution.pdf
28061	196a699f9a	11	0:08:46.600000	 3.6852	bowtie2	lock.aligned_hg38__Jurkat_ChRO-seq_1_sort.bam
28062	196a699f9a	12	0:09:06.650000	 0.0037	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_sort.bam
28063	196a699f9a	13	0:11:06.780000	 0.8998	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_sort.bam
3548	273cac3e48	14	0:00:50.620000	 0.0176	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_sort.bam
4698	01fe9ca182	15	0:05:49.550000	 3.6843	bowtie2	lock.aligned_hg38__Jurkat_ChRO-seq_1_sort_dups.bam
4703	01fe9ca182	16	0:06:09.600000	 0.0037	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_sort_dups.bam
4704	01fe9ca182	17	0:07:33.070000	 0.8992	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_sort_dups.bam
5505	f3a81a0067	18	0:00:34.540000	 0.0176	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_sort_dups.bam
5562	93eb2f9197	19	0:00:36.450000	 0.0108	pigz	lock.prealignments__Jurkat_ChRO-seq_1_human_rDNA_unmap.fq.gz
5831	0f2333cb66	20	0:00:19.720000	 0.0153	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_temp.bam.bai
5859	7afad6ad67	21	0:00:14.610000	 0.015	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_noMT.bam
5883	dba44cf288	22	0:00:00.110000	 0.0	samtools	lock.aligned_hg38__Jurkat_ChRO-seq_1_noMT.bam
5885	dba44cf288	24	0:00:00.140000	 0.0	awk	lock.aligned_hg38__Jurkat_ChRO-seq_1_noMT.bam
5884	dba44cf288	23	0:00:00.160000	 0.0	cut	lock.aligned_hg38__Jurkat_ChRO-seq_1_noMT.bam
